pt-br,en
Tom não me responderia.,Tom wouldn't answer me.
Eu tenho que fazer isso em breve.,I have to do that pretty soon.
Eu não falo finlandês.,I don't speak Finnish.
Eu vou te atualizar mais tarde.,I'll update you later.
O Tom não pode nos machucar.,Tom can't hurt us.
O Tom e a Mary são otimistas?,Are Tom and Mary optimistic?
Tom esperou que Mary continuasse.,Tom waited for Mary to continue.
"Obrigado, amigo!","Thanks, buddy!"
Eu tenho bolhas nos meus pés.,I've got blisters on my feet.
Tom choraria.,Tom would cry.
Tom iria chorar.,Tom would cry.
Andamos quase cinco quilômetros.,We walked three miles.
Eu vou.,I'll go.
Eu vou!,I'll go.
Sou eu.,It's me!
Saudades disso.,I miss it.
Saudades.,I miss it.
Está tudo ok.,That's OK.
Tom está dentro.,Tom is in.
O Tom está dentro?,Is Tom in?
O Tom está bem?,Is Tom OK?
Eu faria isso.,I'd do it.
Ele é o Tom?,Is he Tom?
É ele o Tom?,Is he Tom?
Tom se foi.,Tom's gone.
Esse é o Tom.,That's Tom.
Aquele é o Tom.,That's Tom.
É ele.,That's him.
É ela.,That's her.
É dela.,That's her.
É dele.,That's his.
Eles estão dentro.,They're in.
Elas estão dentro.,They're in.
Estão dentro.,They're in.
O Tom está fora?,Is Tom out?
Eu vou entrar.,I'll go in.
Vou entrar.,I'll go in.
Está ok?,Is that OK?
Está ok?,Is this OK?
Nós queremos isso.,We want it.
Queremos isso.,We want it.
É meu.,That's mine.
É minha.,That's mine.
Isso é meu.,That's mine.
Essa é minha.,That's mine.
Aquele é o Tom?,Is that Tom?
É o Tom?,Is that Tom?
Nós sentimos saudades de você.,We miss you.
"Sentimos saudades de você,",We miss you.
Nós estamos com saudade de você.,We miss you.
Estamos com saudade de você.,We miss you.
Nós vamos ficar bem.,We'll be OK.
Vamos ficar bem.,We'll be OK.
Nós faremos.,We'll do it.
Faremos.,We'll do it.
Nós faremos isso.,We'll do it.
Faremos isso.,We'll do it.
Nós o faremos.,We'll do it.
É do Tom?,Is it Tom's?
Isso é do Tom?,Is it Tom's?
Tom disse não.,Tom said no.
Isso é para mim.,It's for me.
Ali está o Tom.,There's Tom.
Eu não sou você.,I'm not you.
Não sou você.,I'm not you.
"Oi, eu sou o Tom.","Hi, I'm Tom."
"Oi, sou o Tom.","Hi, I'm Tom."
"Olá, sou o Tom.","Hi, I'm Tom."
Esse é meu livro.,It's my book.
Eles se foram.,They've gone.
Elas se foram.,They've gone.
Eles são meninos.,They're boys.
São meninos.,They're boys.
Isso é para você.,It's for you.
Isso é para vocês.,It's for you.
É para vocês.,It's for you.
É para você.,It's for you.
Tom quer.,Tom wants it.
O Tom quer.,Tom wants it.
Tom quer isso.,Tom wants it.
O Tom quer isso.,Tom wants it.
Eu quero encontrar algo assim.,I wanna find something like that.
Estamos cansados de suas mentiras.,We're sick of your lies.
Tom sabia que quase não tinha tempo para fazer o que precisava.,Tom knew he barely had enough time to do what he needed to do.
Elas são irmãs.,They're siblings.
Eles são irmãos.,They're siblings.
Eu não culpo Tom por estar brabo.,I don't blame Tom for being mad.
Tom se sentou no bar e bebeu com seus colegas.,Tom sat at the bar drinking with his buddies.
"Tom estava sentado no bar, bebendo com seus colegas.",Tom sat at the bar drinking with his buddies.
Pergunto-me se Tom sabe o que devemos fazer.,I wonder if Tom knows what we're supposed to do.
Eu gostaria de não ter dito isso ao Tom.,I wish I hadn't told Tom that.
Eu disse para o Tom que eu voltaria.,I told Tom I'd be coming back.
Eu vou perguntar ao Tom por que ele fez isso.,I'll ask Tom why he did that.
Eu vou perguntar ao Tom como ele fez isso.,I'll ask Tom how he did that.
"Obrigado, amigo!","Thanks, mate!"
Vou sentir saudades disso.,I'm going to miss that.
Vou fazer.,I'll do this.
Vou fazer isso.,I'll do this.
Vou fazer isso.,I'll go do that.
Vocês terão que ir.,You'll have to go.
Vocês não gostam?,Don't you like it?
Você vai ter que ir.,You'll have to go.
Você vai ter de ir.,You'll have to go.
Você vai sentir saudades do Tom.,You'll miss Tom.
Você vai sentir saudades de mim.,You'll miss me.
Você vai ficar com saudades de mim.,You'll miss me.
Você vai fazer o quê?,What'll you do?
Você terá que partir.,You'll have to go.
Você terá que ir.,You'll have to go.
Você sentirá saudades do Tom.,You'll miss Tom.
Você sentirá minha falta.,You'll miss me.
Você sentirá a minha falta.,You'll miss me.
"Você sente uma queda pela Mary, não é?","You have a thing for Mary, don't you?"
"Você quer, não quer?","You want it, don't you?"
"Você quer ir para Boston com o Tom, não é?","You want to go to Boston with Tom, don't you?"
Você quer esses?,Don't you want these?
Você não vai.,You're not going.
Você não tem que ir.,You don't have to go.
Você não quer ir para Boston comigo?,Don't you want to go to Boston with me?
"Você não quer ir lá, Tom.","You don't want to go in there, Tom."
Você não quer fazer isso com o Tom?,Don't you want to do that with Tom?
Você não gosta?,Don't you like it?
Você não gosta disso?,Don't you like it?
Você não gosta de Boston?,Don't you like Boston?
Você não está indo.,You're not going.
Você não é o Tom.,You aren't Tom.
Você não é o Tom.,You're not Tom.
Você não é o Tom?,Aren't you Tom?
Você não é eu.,You're not me.
"Você gosta, não é?","You like it, don't you?"
Você é como eu.,You're like me.
Vamos sair.,We're going out.
Vamos ficar bem.,We're going to be OK.
Vamos ficar bem?,Are we going to be OK?
"Vamos ficar bem, Tom.","We'll be OK, Tom."
"Vai lá, Tom!","Go for it, Tom."
"Tom, o que você me diz?","Tom, what do you say?"
Tom quer isso.,Tom wants this.
Tom não está dentro.,Tom's not in.
Tom está lá.,Tom's in there.
Tom está indo bem?,Is Tom doing OK?
Tom está bem?,Is Tom doing OK?
Tom diz que não quer fazer aquilo com você.,Tom says he doesn't want to do that with you.
Tom disse que ele não vai fazer isso.,Tom said he's not going to do that.
Tom disse que é isso que ele quer fazer.,Tom said that's what he wants to do.
Sou um pai.,I'm a father.
Sou um de vocês.,I'm one of you.
Sou Tom Jackson.,I'm Tom Jackson.
Sou pai.,I'm a father.
Sou eu quem vocês querem.,I'm the one you want.
Sou eu quem você quer.,I'm the one you want.
Sou eu quem sei.,It's up to me.
Sou eu quem eles querem.,I'm the one they want.
Sou como o Tom.,I'm like Tom.
Sentiremos saudades do Tom.,We'll miss Tom.
São do Tom?,Are these Tom's?
São da família.,They're family.
"Qual é a boa, Tom?","What's up, Tom?"
Para que é isso?,What's it for?
Para que é isso?,What's that for?
Para que é isso?,What's this for?
Para o que é isso?,What's it for?
"Oi, como você vai?","Hey, how're you doing?"
"Obrigado por isso, Tom.","Thanks for this, Tom."
O Tom vai ficar bem?,Is Tom going to be OK?
O Tom quer isso.,Tom wants this.
"O Tom não quer que você vá, não é?","Tom doesn't want you to go, does he?"
O Tom não quer isso.,Tom doesn't want that.
O Tom não quer isso.,Tom doesn't want this.
"O Tom não quer fazer isso, não é?","Tom doesn't want to do that, does he?"
O Tom não me quer.,Tom doesn't want me.
O Tom não gosta de garotas feito a Mary.,Tom doesn't like girls like Mary.
O Tom não gosta de garotas como a Mary.,Tom doesn't like girls like Mary.
O Tom não gosta da Mary?,Doesn't Tom like Mary?
O Tom não gosta da Mary fazendo isso.,Tom doesn't like Mary doing that.
O Tom não está dentro.,Tom's not in.
O Tom está indo bem?,Is Tom doing OK?
O Tom está bem?,Is Tom doing OK?
O Tom diz que gosta.,Tom says he likes it.
O Tom diz que ele quer ir para Boston.,Tom says he wants to go to Boston.
O Tom diz que ele não vai fazer isso.,Tom says he's not going to do that.
O Tom diz que ele não quer fazer isso.,Tom says he doesn't want to do that.
O Tom diz que ele não gosta de fazer isso.,Tom says he doesn't like doing that.
O Tom disse que ele tem que ir.,Tom said he has to go.
O que vocês vão fazer?,What'll you do?
O que você vai fazer?,What'll you do?
O que você vai fazer a respeito disso?,What're you going to do about this?
"O que você for fazer, não faça com o Tom.","Whatever you do, don't do that with Tom."
"O que houve, Tom?","What's up, Tom?"
"O que foi, Tom?","What's up, Tom?"
O que está acontecendo lá?,What's up there?
O que está acontecendo ali?,What's up there?
O que é essa coisa?,What's this thing?
Nós vamos sair.,We're going out.
Nós vamos ficar bem.,We're going to be OK.
Nós vamos ficar bem?,Are we going to be OK?
"Nós vamos ficar bem, Tom.","We'll be OK, Tom."
Nós vamos com vocês.,We're going with you.
Nós vamos com você.,We're going with you.
Nós somos como uma família.,We're like family.
Nós sentiremos saudades do Tom.,We'll miss Tom.
Nós não vamos.,We aren't going.
Nós não vamos lá.,We're not going there.
Nós não vamos fazer isso.,We're not doing that.
Nós não temos esse.,We don't have it.
Nós não temos essa.,We don't have it.
Nós não somos da família.,We're not family.
Nós gostaríamos disso.,We'd like that.
"Nós ficaremos bem, Tom.","We'll be OK, Tom."
Nós estamos saindo.,We're going out.
Nós estamos indo.,We're going to go.
Nós estamos indo para Boston.,We're going to Boston.
Nós estamos indo bem.,We're doing fine.
Nós estamos de partida.,We're going to go.
Não vou.,I'm not going.
Não veio de mim.,It's not from me.
Não vamos.,We aren't going.
Não temos esse.,We don't have it.
Não temos essa.,We don't have it.
Não sou parte da família.,I'm not family.
Não sou da família.,I'm not family.
Não sinto saudades do Tom.,I don't miss Tom.
Não são minhas.,Those aren't mine.
Não são meus.,Those aren't mine.
Não quero.,I don't want this.
Não quero vocês.,I don't want you.
Não quero você.,I don't want you.
Não quero tocar.,I don't want to play.
"Não quero que você faça isso, Tom.","I don't want you to do that, Tom."
Não quero que seja eu a fazer isso.,I don't want to be the one to do that.
Não quero o Tom ali.,I don't want Tom there.
Não quero jogar.,I don't want to play.
Não quero isso.,I don't want this.
Não quero fazer isso.,I don't want to do it.
Não quero fazer isso com o Tom.,I don't want to do that with Tom.
Não quero brincar,I don't want to play.
Não irei.,I'm not going.
Não gosto desse nome.,I don't like that name.
Não foi isso que o Tom disse para a Mary?,Isn't that what Tom said to Mary?
Não faça isso.,Don't do that.
"Não faça isso, Tom!","Don't do it, Tom."
"Não faça isso, ok?","Don't do that, OK?"
"Não faça isso, beleza?","Don't do that, OK?"
Não é o Tom?,Isn't that Tom?
Não é isso que o Tom quer que você faça.,That's not what Tom wants you to do.
Não é isso o que eu quero.,That's not what I want.
Me chamo Tom Jackson.,I'm Tom Jackson.
"Manda ver, Tom!","Go for it, Tom."
Isso não veio de mim.,It's not from me.
Isso não tem a ver com você.,This isn't about you.
Isso não é sobre você.,This isn't about you.
Isso não é sobre o Tom.,This isn't about Tom.
Isso é um não?,Is that a no?
Isso é para mim?,Is this for me?
Isso é o Tom que decide.,That's up to Tom.
Isso é o que o Tom quer.,That's what Tom wants.
Isso é o que o Tom faz.,That's what Tom does.
Isso é o que o Tom diz.,That's what Tom says.
Isso é meu?,Is this mine?
Isso é do Tom?,Is this Tom's?
Isso é assim.,That's how it is.
Isso aqui é do Tom?,Is this Tom's?
Gostaríamos disso.,We'd like that.
Gostaria.,I'd like that.
Gostaria disso.,I'd like that.
Foi isso que o Tom disse.,That's what Tom said.
Foi isso o que o Tom disse?,Is that what Tom said?
Farei o que você disser.,I'll do what you say.
Farei isso pelo Tom.,I'm doing this for Tom.
Faça o que o Tom diz.,Do what Tom says.
Eu vou ter que fazer isso.,I'll have to do that.
Eu vou sentir saudades do Tom.,I'm going to miss Tom.
Eu vou para lá.,I'm going to go there.
Eu vou fazer.,I'll do this.
Eu vou fazer isso.,I'll do this.
Eu vou fazer isso.,I'll go do that.
Eu teria que dizer não.,I'd have said no.
Eu sou um pai.,I'm a father.
Eu sou um de vocês.,I'm one of you.
Eu sou Tom Jackson.,I'm Tom Jackson.
Eu sou pai.,I'm a father.
Eu sou como o Tom.,I'm like Tom.
Eu serei qualquer um que você quer que eu seja.,I'll be whatever you want me to be.
Eu o farei.,I'll do this.
Eu não vou.,I'm not going.
Eu não sou Tom. Sou John.,I'm not Tom. I'm John.
Eu não sou parte da família.,I'm not family.
Eu não sou assim.,I'm not like that.
Eu não quero.,I don't want this.
Eu não quero vocês.,I don't want you.
Eu não quero você.,I don't want you.
Eu não quero tocar.,I don't want to play.
Eu não quero que você vá.,I don't want you to go.
"Eu não quero que você faça isso, Tom.","I don't want you to do that, Tom."
Eu não quero jogar.,I don't want to play.
Eu não quero isso.,I don't want this.
Eu não quero ir para Boston com o Tom.,I don't want to go to Boston with Tom.
Eu não quero fazer isso.,I don't want to do it.
Eu não quero fazer isso com o Tom.,I don't want to do that with Tom.
Eu não quero brincar.,I don't want to play.
Eu não irei.,I'm not going.
Eu não gosto daquele.,I don't like that one.
