pt-br,en
Quero passar a minha vida com você.,I want to spend my life with you.
Quero tomar um banho.,I want to take a bath.
Quero aproveitar a oportunidade de falar com o governador.,I want to take advantage of the opportunity to speak to the governor.
Eu quero te dizer uma coisa estranha.,I want to tell you a strange thing.
Eu quero trabalhar com sua empresa.,I want to work with your company.
Eu quero que você esteja aqui.,I want you to be here.
Eu quero que você venha cá.,I want you to come here.
"Eu queria matá-lo, mas estava cansado demais para segurar com firmeza sua automática.","I wanted to kill him, but I was too stressed to hold firmly his Desert Eagle."
Eu nasci em 1988 em York.,I was born in 1988 in York.
Eu nasci no ano de 1988 em York.,I was born in 1988 in York.
Eu tinha quinze anos nesta foto.,I was fifteen years old in this picture.
Eu estava esperando que você dissesse isso.,I was hoping you'd say that.
"Eu sou o alfa e o ômega, o primeiro e o último, o começo e o fim.","I am the Alpha and the Omega, the first and the last, the beginning and the end."
Eu lavo minhas mãos antes de almoçar.,I wash my hands before lunch.
Eu lavo minhas mãos antes do almoço.,I wash my hands before lunch.
Eu lavo a blusa.,I wash the blouse.
Eu fui no banco sacar dinheiro.,I went to the bank to take out money.
Este jogo foi basicamente elaborado para usar com teclado e gamepad mas sua configuração só pode ser efetuada com mouse.,This game is basically designed for use with keyboard and gamepad but configuration can only be done by mouse.
Almaty é a minha cidade favorita!,Almaty is my favorite city!
Você é um banheiro!,You are a toilet!
Somos uma fortaleza.,We are a fortress.
Ela não é alta.,She is not tall.
Você precisa ensinar-lhe uma lição!,You need to teach her a lesson!
De repente o tempo aqueceu.,The weather suddenly got warmer.
Posso fazer uma pergunta?,Can I ask a question?
A entrada é restrita a funcionários.,Entry is strictly for staff only.
Eu normalmente durmo às nove.,I usually sleep at nine.
Ela não é mais bonita que a sua mãe.,She's not prettier than her mother.
O meu pai está a fazer a barba na casa de banho.,My father is shaving in the bathroom.
Meu pai está se barbeando no banheiro.,My father is shaving in the bathroom.
Estou ocupado demais para ir.,I am too busy to go.
Quero brincar na chuva.,I want to go for a frolic in the rain.
Você deve ir.,You must go.
Nós não podemos formar nossos filhos em nossos próprios conceitos; devemos aceitá-los e amá-los do jeito que Deus os deu a nós.,We can't form our children on our own concepts; we must take them and love them as God gives them to us.
Marilyn Monroe morreu há 33 anos.,Marilyn Monroe died 33 years ago.
Marilyn Monroe morreu 33 anos atrás.,Marilyn Monroe died 33 years ago.
Você pode adicionar sentenças que você não sabe traduzir.,You can add sentences you don't know how to translate.
"Se estiver com fome, então coma.","If you're hungry, then eat."
"Se você está faminto, coma.","If you're hungry, then eat."
Eu fiz coisas questionáveis.,I've done questionable things.
A comida italiana estava deliciosa.,The Italian food was delicious.
Aqueles são girassóis.,Those are sunflowers.
Por favor pense nisso.,Please think about it.
Foi uma excelente tacada.,That was an excellent putt.
Esse é um bom plano.,That's a good plan.
Respire fundo.,Take a deep breath.
Você pode me ensinar?,Can you teach me?
É sexta. Então temos que realizar nossas preces.,"It's Friday, and so we have to perform our prayers."
A grama do vizinho é sempre mais verde.,The grass is always greener on the other side.
Ela me mostrou o seu novo carro.,She showed me her new car.
Ele me mostrou o seu novo carro.,She showed me her new car.
Você já viajou ao exterior?,Have you ever been abroad?
Não gosto desse tipo de música.,I don't like that kind of music.
O que vocês estão cozinhando?,What are you cooking?
O que você está cozinhando?,What are you cooking?
Do que você estava falando?,What did you talk about?
"Eu não sou misógino, mas se eu fosse eu te faria uma exceção.","I'm no misogynist, but were I so then I'd surely exempt you."
Você quer que eu penteie seu cabelo?,Do you want me to comb your hair?
Eu estou desperdiçando meu tempo?,Am I wasting my time?
Bill é dois anos mais velho do que eu.,Bill is two years older than I am.
Pergunto-me por que ele fez isso.,I wonder why he did that.
"Por favor, fique quieto.",Please be quiet.
Vamos comer sushi.,Let's eat sushi.
Você bebe café?,Do you drink coffee?
Você toma café?,Do you drink coffee?
Eu como aqui.,I eat here.
Seu cachorro está aqui.,Your dog is here.
Essa é a sua chave.,This is your key.
Ele me mandou deixar o quarto imediatamente.,He commanded me to leave the bedroom immediately.
O que eu deveria fazer?,What should I do?
Isso é bem grande.,That's very big.
Vamos de ônibus.,Let's go by bus.
Quem é aquela pessoa?,Who is that person?
Quem é essa pessoa?,Who is that person?
Eu não quero dar a mim falsas esperanças.,I don't want to give myself false hopes.
Ele gosta de jogar futebol.,He likes playing football.
Leia todo dia algo que ninguém mais esteja lendo. Pense todo dia algo que ninguém mais esteja pensando. Faça todo dia algo que ninguém seria idiota o bastante para fazer. Faz mal para a mente ser sempre parte da unanimidade.,"Read, every day, something no one else is reading. Think, every day, something no one else is thinking. Do, every day, something no one else would be silly enough to do. It is bad for the mind to be always part of unanimity."
Todos gostam dele.,Everybody likes him.
Todos gostam dela.,Everybody likes her.
"Na China, há um ditado que diz que você não deve julgar uma pessoa pela aparência.","In China, there's a saying that you can't judge a person by appearance."
Eu esqueci qual era o nome dele.,I forgot what his name was.
Se pelo menos eu soubesse o seu endereço.,If only I knew his address.
Se pelo menos eu soubesse o endereço dele.,If only I knew his address.
Yumi foi ao parque jogar tênis.,Yumi went to the park to play tennis.
Dick tocou piano e Lucy cantou.,Dick played piano and Lucy sang.
Ele tem cabelo loiro.,He has blond hair.
Ele é loiro.,He has blond hair.
A minha mãe não pode vir.,My mother can't come.
Tudo bem. Vou sair.,All right. I'm leaving.
Gostaria de ver a sua mãe.,I would like to see your mother.
"Você por acaso não sabe onde ela mora, sabe?","You wouldn't happen to know where she lives, would you?"
Com licença; você poderia me trazer um copo d'água?,"Excuse me, but could you get me a glass of water?"
A torta está deliciosa.,The pie is delicious.
Eu amo maçãs.,I love apples.
Estou estudando na Universidade de Hyogo.,I'm studying at the University of Hyogo.
Ela adora bolos.,She adores cakes.
Perdi o relógio que meu pai me dera.,I lost the watch that my father gave me.
Eu tenho medo de aranhas.,I'm afraid of spiders.
O que eu faria sem você?,What would I do without you?
O que eu faria sem vocês?,What would I do without you?
Ela me deixa totalmente louco.,She drives me totally insane.
Meu pai está livre no sábado.,My father is free on Saturday.
Ele é amigo dela.,He's her friend.
Você acredita mesmo em fantasmas?,You really believe in ghosts?
A calefação não funciona.,The heating doesn't work.
Afronte os fatos.,Compare the facts.
Compare os fatos.,Compare the facts.
A responsabilidade é minha.,The responsibility is mine.
Sou menino.,I am a boy.
Eu sou um garoto.,I am a boy.
Por que ele fez isso?,Why did he do that?
Eu admiro a coragem dele.,I admire his courage.
Eu moro em Kobe.,I live in Kobe.
Tenho um olho de vidro.,I have a glass eye.
Ele negligenciou seus estudos.,He neglects his studies.
Meu sonho é viver em paz no vilarejo.,My dream is to live peacefully in the village.
Você é realmente detestável!,You're really loathsome!
Domingo segue o sábado.,Sunday follows Saturday.
Perdi meu trem.,I missed my train.
Estou almoçando com minha irmã agora.,I'm having lunch with my sister right now.
"Não tenho dinheiro, porém tenho sonhos.","I don't have money, but I have dreams."
Ele ensina árabe.,He teaches Arabic.
"Coloque-as na assadeira, então unte-as com gema de ovo.","Place them on the baking sheet, then glaze them with egg yolk."
Suas meias são cinza.,His socks are gray.
Sou diabética.,I'm a diabetic.
Ela casou-se sem que seus pais soubessem.,She got married without her parents knowing it.
Nós frequentemente comemos peixe cru.,We often eat raw fish.
Gostaria de conhecer o pai dela.,I would like to meet his father.
Saí da África para sempre.,I left Africa forever.
Tenho dois irmãos e uma irmã.,I have two brothers and a sister.
Vou mensalmente ao cabeleireiro.,I go monthly to the hairdresser.
Ontem minha irmã foi a Kobe.,Yesterday my sister went to Kobe.
Não abra seu livro.,Don't open your book.
Nós vamos assistir Tv.,We will go to watch TV.
"Em outras palavras, ele é um preguiçoso.","In other words, he is a lazy person."
Meu pai tem muitos livros.,My father has a lot of books.
Você deve ir.,You have to leave.
Gostaria de uma xícara de café.,I would like to have a cup of coffee.
Ela me disse que queria ter um cachorro de estimação.,She told me that she wanted a pet dog.
Quem quebrou o vaso?,Who broke the vase?
Ele tinha um exame oral.,He had an oral exam.
Meu relógio precisa ser consertado.,My clock needs to be fixed.
Ele ia antes à empresa caminhando.,"Before, he would go to the firm on foot."
Não sei o que acontecerá.,I don't know what will pass.
Ela avisou às crianças para não brincarem na rua.,She warned the children not to play on the street.
Você planeja ficar quantos dias?,How many days do you plan to stay?
Você já pensou em checar o nível do óleo?,Have you thought of checking the oil level?
Você realmente precisa trocar suas velas de ignição.,You really ought to change your spark plugs.
Minha parafusadeira está fazendo uns barulhos estranhos.,My screw gun is making weird noises.
Sou muito grato a você por seu conselho.,I am very grateful to you for your advice.
Minha vizinha reformou completamente a casa dela.,My neighbor renovated her house completely.
Meu vizinho reformou completamente a casa dele.,My neighbor renovated his house completely.
"Bem, pelo menos deixe-me arrumar a mesa.","Well, at least let me set up the table."
Ele tenta parar de fumar.,He tries to stop smoking.
Vou apenas sair um pouco.,I'm just going out for a bit.
Ele tem uma barba espessa.,He's got a thick beard.
Não vou atrapalhá-lo.,I won't bother you.
"Não tenho uma máquina de lavar, por isso tenho que ir à lavanderia para lavar as roupas.","I don't have a washing machine at home, and so I have to go to the washing room in order to do the laundry."
Mostre-me o que tem no seu bolso.,Show me what's in your pocket.
"Não importa o que você diga, é com ela com quem me casarei.","Whatever you say, she is the one I'm going to marry."
Em que você se interessa?,What are you interested in?
Você se importa se eu for junto?,Would you mind if I came along?
Eu trabalho aqui. Não sou hóspede.,I work here. I'm no guest.
Eu trabalho em um hospital.,I work in a hospital.
Eu gostaria de sopa de frango.,I would like chicken soup.
Gostaria de comprar um presente para a minha esposa. Estava pensando em um lenço.,I would like to buy a present for my wife. I thought about a scarf.
Gostaria de alugar um carro.,I would like to hire a car.
Queria alguns envelopes.,I would like some envelopes.
Gostaria de ligar.,I would like to call.
Gostaria de chamar.,I would like to call.
Gostaria de trocar dinheiro.,I would like to exchange money.
Gostaria de trocar esta camisa que eu comprei ontem.,I would like to exchange this shirt that I bought yesterday.
